,studentID,admissionstest,AP,averageAP,SATsubject,GPA,GPA_w,program,schooltype,female,MinorityGender,MinorityRace,international,sports,collegeID,earlyAppl,alumni,outofstate,acceptStatus,name,acceptrate,size,public,finAidPct,instatePct
816,LC4ZE380ZO,1.01082419318,3.0,1.06792747268,-0.440896777558,0.0551695555771,,Engineering,1.0,0.0,0.0,0.0,0.0,0.0,UPenn,0.0,0.0,1.0,1.0,UPenn,0.104,21296,0,0.0,0
817,E736Y5F2VK,0.151246324106,4.0,1.06792747268,0.323653673689,0.29844283835,-0.410228664485,chemistry,0.0,1.0,0.0,0.0,0.0,0.0,UPenn,1.0,1.0,1.0,1.0,UPenn,0.104,21296,0,0.0,0
818,GP8O2CQQF7,0.32316189792,6.0,-0.828092270194,-0.440896777558,0.784989403896,0.658734971014,Political Science,0.0,0.0,0.0,1.0,0.0,0.0,UPenn,0.0,0.0,1.0,1.0,UPenn,0.104,21296,0,0.0,0
819,T41P9RCATF,0.151246324106,4.0,0.356920069103,-1.96999768005,0.0551695555771,-0.436300948278,Business Administration,0.0,1.0,0.0,0.0,0.0,0.0,UPenn,0.0,0.0,1.0,0.0,UPenn,0.104,21296,0,0.0,0
821,XNT6L4ZS1F,0.724298236821,7.0,1.06792747268,1.85275457618,0.784989403896,,Biochemistry,0.0,0.0,0.0,0.0,0.0,0.0,UPenn,0.0,0.0,1.0,1.0,UPenn,0.104,21296,0,0.0,0
822,AORN8HOAUT,0.495077471735,3.0,0.119917601244,0.323653673689,0.201133525241,,International Relations,0.0,0.0,0.0,1.0,0.0,0.0,UPenn,0.0,0.0,1.0,1.0,UPenn,0.104,21296,0,0.0,0
823,ZMSY5A51L9,0.437772280464,7.0,0.458492555329,1.85275457618,-0.188103727196,1.25839749825,Biology,0.0,1.0,0.0,1.0,0.0,0.0,UPenn,0.0,0.0,1.0,1.0,UPenn,0.104,21296,0,0.0,0
824,J6MNWQ9WRP,0.609687854278,0.0,,-0.440896777558,0.639025434232,,Biology,0.0,0.0,0.0,0.0,0.0,0.0,UPenn,0.0,0.0,1.0,0.0,UPenn,0.104,21296,0,0.0,0
825,NHDDL1V5O1,-0.0779744409803,7.0,1.06792747268,-0.440896777558,0.493061464568,-0.227722677936,EE,,0.0,0.0,0.0,0.0,0.0,UPenn,0.0,0.0,1.0,0.0,UPenn,0.104,21296,0,0.0,0
827,8BT8R9MEK9,-0.66248739195,3.0,0.119917601244,0.323653673689,0.29844283835,1.7798431741,Biomedical Engineering Bio engineering,0.0,1.0,0.0,1.0,0.0,0.0,UPenn,0.0,0.0,1.0,1.0,UPenn,0.104,21296,0,0.0,0
829,MVH68QK9OQ,0.265856706649,6.0,0.356920069103,1.08820412494,0.784989403896,,Political Science,0.0,0.0,0.0,0.0,0.0,0.0,UPenn,0.0,0.0,1.0,0.0,UPenn,0.104,21296,0,0.0,0
830,1FKJ698ML1,0.0366359415628,2.0,1.06792747268,-1.2054472288,-1.64774342383,-1.60955371895,Computer Science,1.0,1.0,0.0,0.0,0.0,0.0,UPenn,0.0,0.0,1.0,0.0,UPenn,0.104,21296,0,0.0,0
831,95ASYEN6O1,-0.0779744409803,5.0,-0.354087334475,-0.440896777558,-0.0907944140866,1.414831201,Statistics,0.0,0.0,0.0,0.0,0.0,0.0,UPenn,0.0,0.0,1.0,0.0,UPenn,0.104,21296,0,0.0,0
832,DVJ2BQVWMU,0.437772280464,2.0,1.06792747268,-0.440896777558,0.0551695555771,-0.931674340338,Undecided,1.0,0.0,0.0,0.0,0.0,0.0,UPenn,1.0,0.0,1.0,1.0,UPenn,0.104,21296,0,0.0,0
834,HJ5CLA0SXE,0.208551515377,3.0,0.593922536963,-1.2054472288,0.29844283835,,double major in Business Design,0.0,1.0,0.0,0.0,0.0,0.0,UPenn,1.0,0.0,1.0,0.0,UPenn,0.104,21296,0,0.0,0
837,HU8SRBB9VC,0.781603428093,7.0,0.864782500231,1.85275457618,0.784989403896,-0.827385205168,Political Science,1.0,0.0,0.0,0.0,0.0,0.0,UPenn,0.0,1.0,1.0,0.0,UPenn,0.104,21296,0,0.0,0
838,ATVC091E11,1.06812938445,5.0,0.499121549819,1.08820412494,0.103824212132,0.293722997917,,,0.0,0.0,0.0,0.0,0.0,UPenn,0.0,0.0,1.0,0.0,UPenn,0.104,21296,0,0.0,0
839,EPOIOYUXZO,-0.880247118782,2.0,0.356920069103,0.323653673689,-1.64774342383,-1.68777057033,English,0.0,0.0,0.0,1.0,0.0,0.0,UPenn,0.0,0.0,1.0,0.0,UPenn,0.104,21296,0,0.0,0
840,6I6R6KLMMG,-0.593721162424,1.0,-0.354087334475,0.323653673689,0.29844283835,-0.566662367241,Biology English Literature,0.0,1.0,0.0,0.0,0.0,0.0,UPenn,0.0,0.0,1.0,0.0,UPenn,0.104,21296,0,0.0,0
842,AD1QLDZEUL,0.781603428093,7.0,0.255347582878,2.61730502743,0.639025434232,0.0330001599903,History Business,0.0,0.0,0.0,0.0,0.0,1.0,UPenn,0.0,0.0,1.0,1.0,UPenn,0.104,21296,0,0.0,0
843,MGZORJTBN6,1.12543457572,4.0,0.712423770893,0.323653673689,0.29844283835,,Poli Sci Int l Relations,0.0,0.0,0.0,0.0,0.0,0.0,UPenn,0.0,0.0,0.0,0.0,UPenn,0.104,21296,0,0.0,0
844,PQZ4ZHRRS2,-0.593721162424,4.0,0.00141636731402,-0.440896777558,0.784989403896,-0.827385205168,Astrophysics,0.0,0.0,0.0,0.0,0.0,0.0,UPenn,0.0,0.0,0.0,0.0,UPenn,0.104,21296,0,0.0,0
845,3S0LD5CXB3,-0.765636736239,5.0,-0.638490295907,0.323653673689,-0.674650292741,-1.47919229998,,0.0,1.0,0.0,0.0,0.0,0.0,UPenn,0.0,0.0,1.0,0.0,UPenn,0.104,21296,0,0.0,0
846,KUCQOAP5F4,1.06812938445,5.0,1.06792747268,0.323653673689,0.784989403896,0.997674660319,Business,0.0,1.0,0.0,0.0,0.0,0.0,UPenn,1.0,0.0,1.0,1.0,UPenn,0.104,21296,0,0.0,0
847,D261V0XONI,1.01082419318,3.0,-0.354087334475,1.85275457618,0.493061464568,1.28446978204,Mathematics,0.0,1.0,0.0,0.0,0.0,0.0,UPenn,1.0,0.0,1.0,0.0,UPenn,0.104,21296,0,0.0,0
848,HOYZDGH67M,0.953519001907,7.0,0.458492555329,0.323653673689,0.444406808014,0.476228984466,Biomedical Engineering,0.0,0.0,0.0,0.0,0.0,0.0,UPenn,0.0,0.0,1.0,0.0,UPenn,0.104,21296,0,0.0,0
849,PT1821E63D,-4.08933782999,0.0,,-0.440896777558,-3.59392968602,-2.39172223273,International Politics,0.0,0.0,0.0,0.0,0.0,0.0,UPenn,0.0,0.0,1.0,0.0,UPenn,0.104,21296,0,0.0,0
850,EPC0D52UTF,-0.593721162424,3.0,-0.828092270194,0.323653673689,-2.62083655492,-1.92242112446,pre med,0.0,1.0,0.0,0.0,0.0,0.0,UPenn,0.0,0.0,1.0,0.0,UPenn,0.104,21296,0,0.0,0
851,3PEOY1CN56,0.0939411328343,6.0,0.356920069103,0.323653673689,0.29844283835,1.51912033617,Psycology,0.0,0.0,0.0,0.0,0.0,1.0,UPenn,0.0,0.0,1.0,0.0,UPenn,0.104,21296,0,0.0,0
852,1PMJDMUOZQ,-0.192584823523,3.0,-0.354087334475,-0.440896777558,0.687680090787,0.997674660319,Business Finance,0.0,0.0,0.0,0.0,0.0,0.0,UPenn,1.0,0.0,1.0,0.0,UPenn,0.104,21296,0,0.0,0
853,MSCMM0LV6G,-0.421805588609,2.0,1.06792747268,0.323653673689,0.784989403896,-0.775240637582,Chemical Engineering,0.0,0.0,0.0,1.0,0.0,0.0,UPenn,0.0,0.0,1.0,1.0,UPenn,0.104,21296,0,0.0,0
854,RS0VTRODRX,-0.249890014795,2.0,1.06792747268,0.323653673689,-0.139449070641,-0.827385205168,History International Relations,0.0,1.0,0.0,1.0,0.0,0.0,UPenn,0.0,0.0,1.0,0.0,UPenn,0.104,21296,0,0.0,0
855,PIH7GG8HD5,0.208551515377,3.0,0.119917601244,0.323653673689,0.0551695555771,-0.410228664485,Economics South Asian Studies,1.0,0.0,0.0,0.0,0.0,0.0,UPenn,1.0,0.0,1.0,0.0,UPenn,0.104,21296,0,0.0,0
856,YDZ69WKS8P,0.437772280464,0.0,,0.323653673689,0.493061464568,,Government,1.0,0.0,0.0,0.0,0.0,0.0,UPenn,0.0,0.0,1.0,0.0,UPenn,0.104,21296,0,0.0,0
857,ZI99J98K3A,0.151246324106,0.0,,0.323653673689,0.29844283835,0.476228984466,,0.0,1.0,0.0,0.0,0.0,0.0,UPenn,0.0,0.0,0.0,0.0,UPenn,0.104,21296,0,0.0,0
858,NBSGYZHWC1,-0.192584823523,4.0,-0.354087334475,0.323653673689,-1.16119685829,0.658734971014,Pre Architecture,0.0,1.0,0.0,0.0,0.0,0.0,UPenn,0.0,1.0,1.0,0.0,UPenn,0.104,21296,0,0.0,0
859,F1D34ZVZT3,-0.994857501325,3.0,-2.72411201307,0.323653673689,-2.13428998938,,Economics Foreign Languages Spanish Chinese ,0.0,0.0,0.0,0.0,0.0,0.0,UPenn,0.0,0.0,1.0,0.0,UPenn,0.104,21296,0,0.0,0
860,UC7C7VVRU6,0.0939411328343,0.0,,0.323653673689,0.784989403896,-0.827385205168,,1.0,0.0,0.0,0.0,0.0,0.0,UPenn,1.0,0.0,1.0,0.0,UPenn,0.104,21296,0,0.0,0
861,L2IAQ7ZREM,-1.62521460531,0.0,,-1.96999768005,0.784989403896,-0.305939529314,Nursing,0.0,1.0,0.0,0.0,0.0,1.0,UPenn,1.0,0.0,0.0,1.0,UPenn,0.104,21296,0,0.0,0
862,4H3KW9Z1QH,-0.479110779881,4.0,0.00141636731402,-0.440896777558,0.541716121123,0.606590403429,middle eastern studies,0.0,1.0,0.0,0.0,0.0,0.0,UPenn,0.0,0.0,1.0,0.0,UPenn,0.104,21296,0,0.0,0
863,4A0UHSZH3P,-1.51060422277,1.0,-1.77610214163,0.323653673689,0.541716121123,0.997674660319,Psychology,0.0,,1.0,1.0,0.0,0.0,UPenn,0.0,0.0,1.0,0.0,UPenn,0.104,21296,0,0.0,0
864,5DDTUU0PKF,-0.708331544967,0.0,,-1.96999768005,-0.0907944140866,,Archaeology,0.0,1.0,0.0,0.0,0.0,0.0,UPenn,0.0,0.0,1.0,0.0,UPenn,0.104,21296,0,0.0,0
867,7L69TR65PP,-0.249890014795,3.0,-0.354087334475,0.323653673689,0.784989403896,,Engineering,0.0,0.0,0.0,1.0,0.0,0.0,UPenn,0.0,0.0,1.0,0.0,UPenn,0.104,21296,0,0.0,0
868,GCJQQ5NFS8,0.896213810636,5.0,0.783524511251,-0.440896777558,0.784989403896,0.163361578954,Economics,0.0,1.0,0.0,0.0,0.0,0.0,UPenn,0.0,0.0,1.0,1.0,UPenn,0.104,21296,0,0.0,0
870,TI7K16XXNX,1.06812938445,7.0,0.66163752778,-1.96999768005,-0.188103727196,-0.305939529314,Economics,0.0,1.0,0.0,0.0,0.0,0.0,UPenn,0.0,0.0,1.0,0.0,UPenn,0.104,21296,0,0.0,0
871,BYYO9DMK7M,1.12543457572,3.0,1.06792747268,0.323653673689,0.784989403896,0.476228984466,,,1.0,0.0,0.0,0.0,0.0,UPenn,0.0,0.0,1.0,0.0,UPenn,0.104,21296,0,0.0,0
872,1S17DR1S9Z,0.724298236821,2.0,1.06792747268,0.323653673689,-0.771959605851,0.450156700673,Cognitive Science Biology,0.0,1.0,0.0,1.0,0.0,0.0,UPenn,1.0,0.0,1.0,0.0,UPenn,0.104,21296,0,0.0,0
873,5JYC4PH840,0.151246324106,5.0,-0.0696843730438,0.323653673689,0.444406808014,-0.305939529314,,0.0,0.0,0.0,1.0,0.0,0.0,UPenn,0.0,0.0,1.0,0.0,UPenn,0.104,21296,0,0.0,0
875,GLRHJIG5CS,0.896213810636,7.0,0.255347582878,-0.440896777558,0.687680090787,0.476228984466,Cognitive Science,0.0,1.0,0.0,0.0,0.0,1.0,UPenn,0.0,0.0,1.0,0.0,UPenn,0.104,21296,0,0.0,0
876,2FELA1XIFZ,0.495077471735,5.0,0.783524511251,0.323653673689,0.736334747341,1.7798431741,Economics,0.0,0.0,0.0,0.0,0.0,0.0,UPenn,0.0,0.0,1.0,0.0,UPenn,0.104,21296,0,0.0,0
879,4E4UMO00I5,0.552382663007,2.0,1.06792747268,-0.440896777558,0.784989403896,-0.827385205168,Computer Science,1.0,0.0,0.0,0.0,0.0,0.0,UPenn,0.0,0.0,1.0,0.0,UPenn,0.104,21296,0,0.0,0
880,IT5TOOLD4R,0.781603428093,3.0,1.06792747268,-0.440896777558,0.590370777677,-0.0973612589731,Engineering,0.0,0.0,0.0,0.0,0.0,0.0,UPenn,1.0,0.0,1.0,0.0,UPenn,0.104,21296,0,0.0,0
881,OQ1P8AUAPI,0.781603428093,0.0,,-0.440896777558,0.29844283835,,Economics,1.0,1.0,0.0,0.0,1.0,0.0,UPenn,0.0,0.0,1.0,1.0,UPenn,0.104,21296,0,0.0,0
882,MBG71O00K2,-1.16677307514,2.0,-1.77610214163,-0.440896777558,0.784989403896,-0.149505826558,Business Screenwriting,1.0,1.0,0.0,1.0,0.0,0.0,UPenn,0.0,0.0,1.0,1.0,UPenn,0.104,21296,0,0.0,0
884,W4DLWJB6TJ,0.781603428093,7.0,0.66163752778,0.323653673689,0.784989403896,,Electrical Engineering,0.0,0.0,0.0,0.0,0.0,0.0,UPenn,0.0,0.0,1.0,0.0,UPenn,0.104,21296,0,0.0,0
886,DMTUH1MXGA,-0.135279632252,0.0,,-0.440896777558,0.00651489902251,-1.24454174585,International Relations,0.0,1.0,0.0,1.0,0.0,0.0,UPenn,0.0,0.0,1.0,1.0,UPenn,0.104,21296,0,0.0,0
887,CX3VBKHA33,-0.765636736239,0.0,,-1.96999768005,-0.188103727196,-0.0452166913877,Electrical Engineering and Computer Science,1.0,0.0,0.0,0.0,0.0,0.0,UPenn,0.0,0.0,1.0,0.0,UPenn,0.104,21296,0,0.0,0
888,O82SUF0MBQ,0.208551515377,4.0,-0.354087334475,-0.440896777558,0.784989403896,-0.305939529314,biomedical sciences,0.0,1.0,0.0,0.0,0.0,0.0,UPenn,0.0,0.0,1.0,0.0,UPenn,0.104,21296,0,0.0,0
889,V5FBK6NCZZ,0.66699304555,5.0,-0.354087334475,-0.440896777558,0.201133525241,-0.201650394144,Economics,0.0,0.0,0.0,0.0,0.0,0.0,UPenn,0.0,0.0,1.0,0.0,UPenn,0.104,21296,0,0.0,0
891,8PR99CCPJT,1.46926572335,5.0,1.06792747268,1.85275457618,0.784989403896,0.997674660319,Engineering,0.0,0.0,0.0,0.0,0.0,0.0,UPenn,0.0,0.0,1.0,1.0,UPenn,0.104,21296,0,0.0,0
892,GIRGUAZD18,0.32316189792,1.0,1.06792747268,0.323653673689,-0.528686323078,,biology,1.0,1.0,0.0,0.0,0.0,0.0,UPenn,0.0,0.0,1.0,0.0,UPenn,0.104,21296,0,0.0,0
894,R9JKB0SL9W,-0.880247118782,2.0,-0.354087334475,-0.440896777558,-2.66949121148,-1.55740915136,History,0.0,0.0,0.0,0.0,0.0,1.0,UPenn,0.0,1.0,1.0,0.0,UPenn,0.104,21296,0,0.0,0
895,9REDJN74ZZ,-0.593721162424,2.0,-0.354087334475,-0.440896777558,-0.480031666523,-0.305939529314,Business,0.0,1.0,0.0,0.0,0.0,0.0,UPenn,1.0,0.0,1.0,0.0,UPenn,0.104,21296,0,0.0,0
897,RR8JOVB5NA,0.838908619364,3.0,0.593922536963,0.323653673689,0.784989403896,1.12803607928,Mathematics,0.0,1.0,0.0,0.0,0.0,0.0,UPenn,0.0,0.0,0.0,0.0,UPenn,0.104,21296,0,0.0,0
898,MYB6VNWAQK,0.0939411328343,1.0,-1.77610214163,-1.2054472288,0.784989403896,0.736951822392,,0.0,0.0,0.0,0.0,0.0,1.0,UPenn,0.0,0.0,0.0,1.0,UPenn,0.104,21296,0,0.0,0
899,2948XRI26G,-0.651026353696,0.0,,0.323653673689,0.395752151459,,Economics,0.0,0.0,0.0,0.0,1.0,0.0,UPenn,0.0,0.0,1.0,1.0,UPenn,0.104,21296,0,0.0,0
900,HJLKP3QYL2,0.151246324106,0.0,,1.85275457618,0.784989403896,-0.827385205168,Pre med,0.0,0.0,0.0,0.0,0.0,0.0,UPenn,0.0,0.0,1.0,0.0,UPenn,0.104,21296,0,0.0,0
901,U2FAVX40WF,-0.479110779881,3.0,-0.354087334475,1.85275457618,0.152478868686,0.736951822392,Sociology,0.0,1.0,0.0,0.0,0.0,0.0,UPenn,0.0,0.0,1.0,0.0,UPenn,0.104,21296,0,0.0,0
902,6JF3VQWQT2,0.437772280464,6.0,0.593922536963,-0.440896777558,0.687680090787,,Economics,,0.0,0.0,0.0,0.0,0.0,UPenn,0.0,0.0,1.0,0.0,UPenn,0.104,21296,0,0.0,0
903,TXLGRD9Y0V,-3.11514957837,4.0,-3.55362065058,1.08820412494,-3.10738312047,-2.1309993948,Mathematics,1.0,0.0,0.0,1.0,0.0,1.0,UPenn,1.0,0.0,1.0,0.0,UPenn,0.104,21296,0,0.0,0
904,PWVA6L47HX,0.953519001907,2.0,-1.06509473805,1.08820412494,0.784989403896,0.997674660319,Astronomy,0.0,1.0,0.0,0.0,0.0,0.0,UPenn,0.0,0.0,1.0,1.0,UPenn,0.104,21296,0,0.0,0
905,OMVEAVCJRN,-0.421805588609,0.0,,0.323653673689,0.784989403896,,Economics,1.0,0.0,0.0,0.0,1.0,0.0,UPenn,0.0,0.0,1.0,0.0,UPenn,0.104,21296,0,0.0,0
906,TX63Y04YN2,-1.73982498785,0.0,,-0.440896777558,0.784989403896,,Business,1.0,1.0,0.0,0.0,0.0,0.0,UPenn,0.0,0.0,1.0,0.0,UPenn,0.104,21296,0,0.0,0
908,2RF7M2DECH,0.781603428093,6.0,0.593922536963,0.323653673689,0.784989403896,0.945530092734,Economics,1.0,1.0,0.0,0.0,0.0,0.0,UPenn,0.0,0.0,1.0,0.0,UPenn,0.104,21296,0,0.0,0
909,4M4QPT40BV,-0.0779744409803,4.0,0.00141636731402,1.08820412494,-0.674650292741,,Bio,0.0,0.0,0.0,0.0,0.0,0.0,UPenn,1.0,0.0,1.0,0.0,UPenn,0.104,21296,0,0.0,0
911,UHY2059JVJ,0.151246324106,7.0,0.255347582878,2.61730502743,0.784989403896,1.33661434962,Molecular Biology,0.0,1.0,0.0,0.0,0.0,0.0,UPenn,0.0,0.0,1.0,0.0,UPenn,0.104,21296,0,0.0,0
912,XKUIPE32VX,0.66699304555,4.0,0.712423770893,1.08820412494,0.639025434232,1.38875891721,asian history,0.0,1.0,0.0,0.0,0.0,0.0,UPenn,0.0,0.0,0.0,0.0,UPenn,0.104,21296,0,0.0,0
913,NBB1AKVCK7,0.380467089192,7.0,0.458492555329,-0.440896777558,0.687680090787,0.241578430332,,0.0,1.0,0.0,0.0,0.0,0.0,UPenn,0.0,0.0,1.0,1.0,UPenn,0.104,21296,0,0.0,0
914,J16TBOAKDC,-2.42748728311,0.0,,-1.96999768005,-0.966578232069,0.606590403429,International Business,0.0,1.0,0.0,0.0,0.0,0.0,UPenn,0.0,0.0,1.0,0.0,UPenn,0.104,21296,0,0.0,0
915,AQZBY2C525,-1.16677307514,0.0,,-1.96999768005,-0.188103727196,-1.08810804309,Bio Chemistry,0.0,0.0,0.0,0.0,0.0,0.0,UPenn,0.0,1.0,0.0,0.0,UPenn,0.104,21296,0,0.0,0
916,36JQ1068WW,1.12543457572,0.0,,0.323653673689,0.784989403896,,,0.0,1.0,0.0,0.0,1.0,0.0,UPenn,0.0,0.0,1.0,0.0,UPenn,0.104,21296,0,0.0,0
917,TIEB3AC58N,0.781603428093,7.0,1.06792747268,1.08820412494,0.784989403896,1.02374694411,Neurobiology,0.0,0.0,0.0,1.0,0.0,0.0,UPenn,0.0,0.0,1.0,1.0,UPenn,0.104,21296,0,0.0,0
918,6Y902SWM32,0.552382663007,0.0,,2.61730502743,-1.7937073935,,Biomedical Engineering Biology,0.0,1.0,0.0,0.0,0.0,0.0,UPenn,0.0,0.0,1.0,0.0,UPenn,0.104,21296,0,0.0,0
919,EION3LECRZ,-0.0779744409803,5.0,0.214718588388,1.08820412494,0.784989403896,0.163361578954,Accounting,0.0,1.0,0.0,0.0,0.0,0.0,UPenn,0.0,0.0,1.0,1.0,UPenn,0.104,21296,0,0.0,0
920,M9B4WBU4ZG,-1.33868864895,0.0,,-1.96999768005,-1.11254220173,-0.566662367241,Undecided,0.0,1.0,0.0,0.0,0.0,0.0,UPenn,0.0,0.0,1.0,0.0,UPenn,0.104,21296,0,0.0,0
921,C8OTJ42J18,0.32316189792,2.0,1.06792747268,0.323653673689,0.29844283835,0.476228984466,biology,0.0,1.0,0.0,0.0,0.0,0.0,UPenn,0.0,0.0,1.0,0.0,UPenn,0.104,21296,0,0.0,0
922,88Z1ZX3NWR,-0.0206692497087,5.0,0.499121549819,-1.2054472288,-4.17778556467,-3.48675815202,Business Administration,1.0,0.0,0.0,0.0,1.0,0.0,UPenn,0.0,0.0,1.0,0.0,UPenn,0.104,21296,0,0.0,0
923,T1QY9GDQOL,-0.651026353696,0.0,,2.61730502743,-3.10738312047,-0.827385205168,Politics and Urban Studies,0.0,0.0,0.0,1.0,0.0,0.0,UPenn,0.0,0.0,1.0,1.0,UPenn,0.104,21296,0,0.0,0
924,NN22O3DIKX,-0.593721162424,4.0,0.00141636731402,0.323653673689,0.784989403896,0.7108795386,Chemistry PreMedicine,0.0,1.0,0.0,0.0,0.0,0.0,UPenn,0.0,0.0,1.0,0.0,UPenn,0.104,21296,0,0.0,0
925,53VG7JZKMZ,-1.33868864895,2.0,0.356920069103,0.323653673689,-0.431377009969,0.0330001599903,Government,0.0,1.0,0.0,1.0,0.0,0.0,UPenn,0.0,0.0,1.0,0.0,UPenn,0.104,21296,0,0.0,0
926,1OS0WDS1D9,0.781603428093,4.0,1.06792747268,1.85275457618,0.784989403896,,Biomedical Engineering,0.0,1.0,0.0,0.0,0.0,0.0,UPenn,0.0,0.0,1.0,0.0,UPenn,0.104,21296,0,0.0,0
928,YTB63AKKS3,-3.97472744744,5.0,-1.4916991802,2.61730502743,-3.10738312047,-2.1309993948,Modeling,0.0,,1.0,0.0,0.0,0.0,UPenn,0.0,0.0,1.0,0.0,UPenn,0.104,21296,0,0.0,0
930,DURC0EK3OL,0.552382663007,3.0,-0.354087334475,0.323653673689,-0.528686323078,-0.905602056546,Business Management,0.0,1.0,0.0,0.0,0.0,0.0,UPenn,1.0,0.0,1.0,0.0,UPenn,0.104,21296,0,0.0,0
931,4MWFKP7GNM,1.35465534081,5.0,0.783524511251,-0.440896777558,0.152478868686,-0.123433542766,Economics,0.0,1.0,0.0,1.0,0.0,0.0,UPenn,0.0,0.0,1.0,0.0,UPenn,0.104,21296,0,0.0,0
932,OEEUSQK846,0.32316189792,2.0,-0.354087334475,0.323653673689,0.590370777677,0.0851447275756,Mechanical Aerospace Engineering,0.0,1.0,0.0,0.0,0.0,0.0,UPenn,0.0,0.0,0.0,1.0,UPenn,0.104,21296,0,0.0,0
933,WCHWCIWDHO,0.66699304555,4.0,0.712423770893,0.323653673689,0.784989403896,0.293722997917,Undeclared,0.0,1.0,0.0,0.0,0.0,0.0,UPenn,0.0,0.0,1.0,0.0,UPenn,0.104,21296,0,0.0,0
935,YCP5E6RAET,0.380467089192,1.0,-0.354087334475,0.323653673689,0.784989403896,0.919457808941,psychology,1.0,1.0,0.0,1.0,0.0,0.0,UPenn,1.0,0.0,1.0,1.0,UPenn,0.104,21296,0,0.0,0
937,YX3I24AZ3K,0.437772280464,2.0,1.06792747268,0.323653673689,0.29844283835,0.345867565502,nursing,0.0,1.0,0.0,0.0,0.0,0.0,UPenn,0.0,0.0,1.0,1.0,UPenn,0.104,21296,0,0.0,0
938,HET2ZLMHPZ,-0.192584823523,0.0,,1.08820412494,0.784989403896,0.0330001599903,Mechanical Engineering,0.0,0.0,0.0,1.0,0.0,0.0,UPenn,0.0,0.0,0.0,1.0,UPenn,0.104,21296,0,0.0,0
940,1FA2TXCEH1,1.24004495827,7.0,1.06792747268,0.323653673689,0.784989403896,1.54519261996,Industrial Engineering,0.0,0.0,0.0,0.0,0.0,0.0,UPenn,0.0,0.0,1.0,0.0,UPenn,0.104,21296,0,0.0,0
942,93UZW98T8R,0.437772280464,4.0,0.712423770893,-1.96999768005,-0.0907944140866,-0.801312921375,Neuroscience,1.0,1.0,0.0,0.0,0.0,0.0,UPenn,0.0,0.0,1.0,0.0,UPenn,0.104,21296,0,0.0,0
943,FGB1AVJ1K7,-2.59940285693,0.0,,0.323653673689,-1.16119685829,-1.87027655687,Economics,0.0,0.0,0.0,0.0,1.0,0.0,UPenn,0.0,0.0,1.0,0.0,UPenn,0.104,21296,0,0.0,0
944,GZS6BFHFZQ,-0.765636736239,3.0,-1.77610214163,-1.96999768005,0.395752151459,-0.827385205168,Business,0.0,0.0,0.0,1.0,0.0,0.0,UPenn,1.0,0.0,1.0,0.0,UPenn,0.104,21296,0,0.0,0
945,Q8UU5RXUE5,0.495077471735,3.0,1.06792747268,0.323653673689,0.784989403896,-0.566662367241,Electrical Engineer,0.0,0.0,0.0,0.0,0.0,0.0,UPenn,0.0,0.0,1.0,0.0,UPenn,0.104,21296,0,0.0,0
948,IS52Z6Y0GD,0.66699304555,7.0,-0.354087334475,-0.440896777558,0.541716121123,1.25839749825,Economics,0.0,1.0,0.0,0.0,0.0,0.0,UPenn,1.0,0.0,1.0,0.0,UPenn,0.104,21296,0,0.0,0
949,TEZFOA3Z4B,1.06812938445,5.0,-0.0696843730438,1.08820412494,0.201133525241,-1.03596347551,,0.0,0.0,0.0,0.0,0.0,0.0,UPenn,0.0,0.0,1.0,0.0,UPenn,0.104,21296,0,0.0,0
950,RA0K8277JM,-0.0779744409803,1.0,-0.354087334475,0.323653673689,-0.528686323078,,,1.0,0.0,0.0,0.0,0.0,0.0,UPenn,0.0,0.0,1.0,0.0,UPenn,0.104,21296,0,0.0,0
951,YSL6499HMH,0.896213810636,3.0,0.119917601244,0.323653673689,0.736334747341,,,0.0,1.0,0.0,0.0,0.0,0.0,UPenn,0.0,0.0,1.0,0.0,UPenn,0.104,21296,0,0.0,0
953,O688BR8LWU,-3.8601170649,0.0,,-1.96999768005,-6.02666251374,-6.0418419637,Engineering Mathematics,1.0,0.0,0.0,1.0,0.0,0.0,UPenn,0.0,0.0,1.0,0.0,UPenn,0.104,21296,0,0.0,0
954,R0C1QPF2UB,-0.249890014795,3.0,0.119917601244,1.85275457618,-0.188103727196,,Engineering,1.0,1.0,0.0,0.0,0.0,0.0,UPenn,1.0,1.0,1.0,1.0,UPenn,0.104,21296,0,0.0,0
955,N4UF8B767O,-0.364500397338,3.0,0.119917601244,1.08820412494,-0.285413040305,0.580518119636,Drama theatre,0.0,1.0,0.0,0.0,0.0,0.0,UPenn,0.0,0.0,0.0,0.0,UPenn,0.104,21296,0,0.0,0
956,X0DWS7TJU4,0.838908619364,2.0,1.06792747268,0.323653673689,0.784989403896,-0.0452166913877,English,1.0,1.0,0.0,0.0,0.0,0.0,UPenn,0.0,0.0,1.0,0.0,UPenn,0.104,21296,0,0.0,0
958,UJ4OU6ES3F,0.495077471735,7.0,0.255347582878,-0.440896777558,0.103824212132,-0.0973612589731,Economics,0.0,1.0,0.0,0.0,0.0,0.0,UPenn,1.0,0.0,1.0,0.0,UPenn,0.104,21296,0,0.0,0
959,DT6L69AJWC,-0.0779744409803,7.0,-0.150942362024,0.323653673689,0.784989403896,-1.08810804309,Neuroscience,0.0,1.0,0.0,0.0,0.0,0.0,UPenn,0.0,0.0,0.0,0.0,UPenn,0.104,21296,0,0.0,0
